INT	STRING	INT
1441	释迦牟尼	1
1442	釋迦牟尼	1
1443	如来	1
1444	如來	1
1445	阿弥陀佛	1
1446	阿彌陀佛	1
1447	观世音	1
1448	觀世音	1
1449	普贤	1
1450	普賢	1
1451	文殊	1
1452	地藏	1
1453	河殇	1
1454	河殤	1
1455	穆罕默德	1
1456	升天	1
1457	圣母	1
1458	聖母	1
1459	耶和华	1
1460	耶和華	1
1461	耶稣	1
1462	耶穌	1
1463	真主安拉	1
1464	白莲教	1
1465	白蓮教	1
1466	天主教	1
1467	基督教	1
1468	东正教	1
1469	東正教	1
1470	真理教	1
1471	走向圆满	1
1472	走向圓滿	1
1473	黄大仙	1
1474	黃大仙	1
1475	风水	0
1476	風水	0
1477	跳大神	1
1478	神汉	1
1479	神漢	1
1480	神婆	1
1481	大卫教	1
1482	大衛教	1
1483	阎王	0
1484	閻王	0
1485	黑白无常	1
1486	黑白無常	1
1487	牛头马面	1
1488	牛頭馬面	1
1489	高丽棒子	1
1490	高麗棒子	1
1491	回回	1
1492	蒙古鞑子	1
1493	蒙古韃子	1
1494	老毛子	1
1495	谋杀	1
1496	謀殺	1
1497	贩毒	1
1498	販毒	1
1499	赌博	1
1500	賭博	1
1501	拐卖	1
1502	拐賣	1
1503	走私	1
1504	监狱	1
1505	監獄	1
1506	先奸后杀	1
1507	先奸後殺	1
1508	下注	1
1509	押大	1
1510	押小	1
1511	抽头	1
1512	抽頭	1
1513	坐庄	1
1514	坐莊	1
1515	赌马	1
1516	賭馬	1
1517	赌球	1
1518	賭球	1
1519	老虎机	1
1520	老虎機	1
1521	筹码	1
1522	籌碼	1
1523	轮盘赌	1
1524	輪盤賭	1
1525	安非他命	1
1526	大麻	1
1527	可卡因	1
1528	海洛因	1
1529	冰毒	1
1530	摇头丸	1
1531	搖頭丸	1
1532	杜冷丁	1
1533	鸦片	1
1534	鴉片	1
1535	罂粟	1
1536	罌粟	1
1537	迷幻药	1
1538	迷幻藥	1
1539	白粉	1
1540	嗑药	1
1541	嗑藥	1
1542	验证码	1
1543	驗證碼	1
1544	验 证 码	1
1545	驗 證 碼	1
1546	验证 码	1
1547	驗證 碼	1
1548	刷元宝	1
1549	刷元寶	1
1550	广告	1
1551	廣告	1
1552	邮件	1
1553	郵件	1
1554	活动	1
1555	活動	1
1556	通知	1
1557	專員	1
1558	测试人员	1
1559	測試人員	1
1560	专员	1
1561	專員	1
1562	赖昌星	1
1563	賴昌星	1
1564	哥伦布	1
1565	哥倫布	1
1566	达芬奇	1
1567	達芬奇	1
1568	藏青会	1
1569	藏青會	1
1570	藏妇会	1
1571	藏婦會	1
1572	台湾岛国	1
1573	臺灣島國	1
1574	台湾分裂	1
1575	臺灣分裂	1
1576	西藏分裂	1
1577	新疆分裂	1
1578	铀	1
1579	鈾	1
1580	回民吃猪肉	1
1581	回民吃豬肉	1
1582	烂鸟	1
1583	爛鳥	1
1584	干到	1
1585	幹到	1
1586	狗干	1
1587	狗幹	1
1588	骚B	1
1589	騷B	1
1590	TEsT	1
1591	测试	1
1592	測試	1
1593	辅助程序	1
1594	輔助程式	1
1595	运营	1
1596	運營	1
1597	曾国庆	1
1598	曾國慶	1
1599	朱鎔基	1
1600	李洪治	1
1601	恐怖主义	1
1602	恐怖主義	1
1603	钓鱼岛	1
1604	釣魚島	1
1605	狗屁	1
1606	大便	1
1607	撒尿	1
1608	屁股	1
1609	军妓	1
1610	軍妓	1
1611	叫床	1
1612	妓院	1
1613	花柳	1
1614	嫖客	1
1615	吹萧	1
1616	吹蕭	1
1617	包皮	1
1618	月经	1
1619	月經	1
1620	日他娘	1
1621	狗日的	1
1622	性无能	1
1623	性無能	1
1624	操你奶奶	1
1625	阴小撕大	1
1626	陰小撕大	1
1627	弟大物勃	1
1628	以茎至洞	1
1629	以莖至洞	1
1630	fuc	1
1631	fvc	1
1632	fu(	1
1633	fv(	1
1634	asshole	1
1635	piss	1
1636	cunt	1
1637	damn	1
1638	damm	1
1639	bastard	1
1640	butthole	1
1641	butthead	1
1642	fag	1
1643	phuc	1
1644	fuk	1
1645	wtf	1
1646	shyt	1
1647	sh!t	1
1648	@sshole	1
1649	a$$hole	1
1650	as$hole	1
1651	a$shole	1
1652	死GM	1
1653	死GD	1
1654	干拎娘	1
1655	幹拎娘	1
1656	你马的	1
1657	你馬的	1
1658	妳马的	1
1659	妳馬的	1
1660	他马的	1
1661	他馬的	1
1662	她妈的	1
1663	她媽的	1
1664	她马的	1
1665	她馬的	1
1666	操妳娘	1
1667	操你娘	1
1668	干妳妈	1
1669	幹妳媽	1
1670	鸡芭	1
1671	雞芭	1
1672	干你老母	1
1673	幹你老母	1
1674	干妳老母	1
1675	幹妳老母	1
1676	操你老妈	1
1677	操你老媽	1
1678	操你老母	1
1679	塞你老母	1
1680	塞你娘	1
1681	塞你爸	1
1682	塞你公	1
1683	塞你母	1
1684	塞你老师	1
1685	塞你老師	1
1686	驶你老母	1
1687	駛你老母	1
1688	驶你娘	1
1689	駛你娘	1
1690	驶你爸	1
1691	駛你爸	1
1692	驶你母	1
1693	駛你母	1
1694	驶你公	1
1695	駛你公	1
1696	驶你老师	1
1697	駛你老師	1
1698	懒叫	1
1699	懶叫	1
1700	懒教	1
1701	懶教	1
1702	操你祖宗	1
1703	操妳祖宗	1
1704	干七八	1
1705	幹七八	1
1706	靠腰	1
1707	操妳	1
1708	我妳老爸	1
1709	陷家铲	1
1710	陷家鏟	1
1711	含捻	1
1712	含撚	1
1713	食捻屎	1
1714	食撚屎	1
1715	鸠屎	1
1716	鳩屎	1
1717	舔西	1
1718	食屎	1
1719	日你娘	1
1720	操你大爷	1
1721	操你大爺	1
1722	二逼	1
1723	笨逼	1
1724	别他妈的装	1
1725	別他媽的裝	1
1726	装逼呢	1
1727	裝逼呢	1
1728	日你妈啦逼	1
1729	日你媽啦逼	1
1730	丫头养的	1
1731	丫頭養的	1
1732	死全家	1
1733	狂操你全家	1
1734	太监	1
1735	太監	1
1736	操你全家	1
1737	装逼	1
1738	裝逼	1
1739	你姥	1
1740	江core	1
1741	董文华	1
1742	董文華	1
1743	懂文华	1
1744	懂文華	1
1745	淫毛	1
1746	大花B	1
1747	大血B	1
1748	妈卖妈屁	1
1749	媽賣媽屁	1
1750	马卖马屁	1
1751	馬賣馬屁	1
1752	操你妈个B	1
1753	操你媽個B	1
1754	烂B	1
1755	爛B	1
1756	不得不内	1
1757	不得不內	1
1758	比的	1
1759	ㄙㄞ你老母	1
1760	ㄙㄞ你爸	1
1761	ㄙㄞ你妈	1
1762	ㄙㄞ你媽	1
1763	ㄙㄞ你公	1
1764	ㄙㄞ你老师	1
1765	ㄙㄞ你老師	1
1766	ㄐ掰	1
1767	ㄐ巴	1
1768	ㄐ八	1
1769	蔓ぺ	1
1770	暗稲	1
1771	管理員	1
1772	B博士	1
1773	网管	1
1774	網管	1
1775	ダ	1
1776	西藏喇嘛	1
1777	BnB	1
1778	shengda	1
1779	ㄇㄞ	1
1780	他ㄇㄞ	1
1781	他ㄇ的	1
1782	fosaon	1
1783	cctv	1
1784	人弹	1
1785	人彈	1
1786	人民	1
1787	人民日报	1
1788	人民日報	1
1789	人民银行	1
1790	人民銀行	1
1791	胡锦	1
1792	胡錦	1
1793	锦涛	1
1794	錦濤	1
1795	泽民	1
1796	澤民	1
1797	江泽	1
1798	江澤	1
1799	■	1
1800	◤	1
1801	█	1
1802	▲	1
1803	▂	1
1804	◣	1
1805	▊	1
1806	●	1
1807	▄	1
1808	▏	1
1809	▌	1
1810	▕	1
1811	▇	1
1812	▓	1
1813	▎	1
1814	▔	1
1815	▁	1
1816	◥	1
1817	▉	1
1818	▼	1
1819	▃	1
1820	◢	1
1821	▋	1
1822	◆	1
1823	▆	1
1824	〓	1
1825	▍	1
1826	鹿鼎	1
1827	 	2
1828	　	2
1829	NPC	1
1830	淘宝	1
1831	淘寶	1
1832	gamemaster	1
1833	GAMEMASTER	1
1834	gameMASTER	1
1835	GAMEmaster	1
1836	GAMEMASTER	1
1837	GameMaster	1
1838	gamemaster	1
1839	台独	1
1840	台独分子	1
1841	台独分子	1
1842	台独万岁	1
1843	台联	1
1844	台联	1
1845	台湾	1
1846	台湾岛国	1
1847	台湾独立	1
1848	台湾独立	1
1849	台湾独立	1
1850	台湾独立	1
1851	台湾分裂	1
1852	台湾国	1
1853	台湾民国	1
1854	台湾民国	1
1855	台湾万岁	1
1856	台湾万岁	1
1857	台湾万岁	1
1858	01CDK	1
1859	01cdk	1
1860	02CDK	1
1861	02cdk	1
1862	2逼	1
1863	610办公室	1
1864	a$$hole	1
1865	a$$hole	1
1866	a$shole	1
1867	a$shole	1
1868	ADMIN	1
1869	Admin	1
1870	admin	1
1871	Administrator	1
1872	administrator	1
1873	AIDS	1
1874	aids	1
1875	Aids	1
1876	as$hole	1
1877	as$hole	1
1878	ASS	2
1879	asshole	1
1880	asshole	1
1881	bastard	1
1882	bastard	1
1883	BC	2
1884	bc	2
1885	Bitch	1
1886	BITCH	1
1887	BLOW JOB	1
1888	BnB	1
1889	bt	2
1890	butthead	1
1891	butthead	1
1892	butthole	1
1893	butthole	1
1894	B博士	1
1895	B博士	1
1896	cao	1
1897	cctv	1
1898	CHANGYOU	1
1899	changyou	1
1900	Changyou	1
1901	china	1
1902	CHINA	1
1903	Client Server	1
1904	CS	2
1905	cS	2
1906	Cs	2
1907	cs	2
1908	cunt	1
1909	cunt	1
1910	CYOU	1
1911	damm	1
1912	damm	1
1913	damn	1
1914	damn	1
1915	daojian	1
1916	DICK	1
1917	dick	1
1918	Dick	1
1919	F.L.G	1
1920	fag	1
1921	Fag	1
1922	FLG	1
1923	fosaon	1
1924	fu(	1
1925	fu(	1
1926	fuc	1
1927	fuc	1
1928	fuck	1
1929	Fuck	1
1930	FUCK	1
1931	FUCK	1
1932	FUCKYOU	1
1933	fuckyou	1
1934	fuk	1
1935	fuk	1
1936	fv(	1
1937	fv(	1
1938	fvc	1
1939	fvc	1
1940	G.M	1
1941	gamemaster	1
1942	GAMEMASTER	1
1943	gameMASTER	1
1944	GAMEmaster	1
1945	GAMEMASTER	1
1946	GameMaster	1
1947	gamemaster	1
1948	GM	1
1949	ｇｍ	1
1950	ＧＭ	1
1951	gM	1
1952	Gm	1
1953	gm	1
1954	GM邮件	1
1955	jianxian	1
1956	kao	1
1957	KEFU	1
1958	kefu	1
1959	Kefu	1
1960	KeFu	1
1961	KISS MY ASS	1
1962	K他命	1
1963	liusi	1
1964	ludingji	1
1965	NMD	1
1966	NND	1
1967	nnd	1
1968	penis	1
1969	phuc	1
1970	piss	1
1971	PUSSY	1
1972	pussy	1
1973	QQ：	1
1974	Q为	1
1975	R.O.C	1
1976	R.O.C.	1
1977	kangri游行	1
1978	kangriyouxing	1
1979	ri	2
1980	ROC	1
1981	S H	1
1982	SARS	1
1983	SB	2
1984	sb	2
1985	sex	1
1986	sf	2
1987	sh!t	1
1988	shengda	1
1989	SHIT	1
1990	shit	1
1991	shyt	1
1992	SM	2
1993	sm	2
1994	SOHU	1
1995	Sohu	1
1996	sohu	1
1997	SUCK	1
1998	suck	1
1999	Suck	1
2000	support	1
2001	TEsT	1
2002	tESt	1
2003	test	1
2004	TeSt	1
2005	tEST	1
2006	Test	1
2007	TMD	1
2008	tmd	1
2009	TNND	1
2010	死GD	1
2011	死gd	1
2012	死GD	1
2013	▁	1
2014	▏	1
2015	阿不来提?阿不都热西提	1
2016	阿不来提阿不都热西提	1
2017	阿沛阿旺晋美	1
2018	大FA弟子	1
2019	干你妈b	1
2020	帕巴拉?格列朗杰	1
2021	帕巴拉格列朗杰	1
2022	司马义铁力瓦尔地	1
2023	西藏国	1
2024	新疆独立	1
2025	司马义?铁力瓦尔地	1
2026	阿沛?阿旺晋美	1
2027	帕巴拉?格列朗杰	1
2028	阿不来提?阿不都热西提	1
2029	罗富合	1
2030	耿惠昌	1
2031	西藏国	1
2032	台湾国	1
2033	%国民党	1
2034	%江%泽%民	1
2035	%江%贼%民	1
2036	%江%择%民	1
2037	%胡%锦%涛	1
2038	%胡%紧%掏	1
2039	%胡%紧%套	1
2040	%朱%容%基	1
2041	%朱%容%鸡	1
2042	%猪%容%基	1
2043	%李%鹏	1
2044	%李%岚%清	1
2045	%温%家%宝	1
2046	%乔%石	1
2047	%黄%菊	1
2048	%曾%庆%红	1
2049	%贾%庆%林	1
2050	%王%宝%森	1
2051	%董%建%华	1
2052	%董%贱%华	1
2053	%何%候%华	1
2054	%强%卫	1
2055	%罗%干	1
2056	%骡%干	1
2057	%毛%泽%东	1
2058	%邓%小%平	1
2059	%周%恩%来	1
2060	%林%彪	1
2061	%江%青	1
2062	%管%理%员	1
2063	%东%亚%圣战	1
2064	%张%朝%陽	1
2065	司马义铁力瓦尔地	1
2066	阿沛阿旺晋美	1
2067	帕巴拉格列朗杰	1
2068	阿不来提阿不都热西提	1
2069	大FA弟子	1
2070	R.O.C	1
2071	fanriyouxing	1
2072	fanri游行	1
2073	抗日fanri	1
2074	反日	1
2075	14天一广场	1
2076	14反日游行	1
2077	16日游行	1
2078	14点打倒小日本	1
2079	14点保卫钓鱼岛	1
2080	游行标语	1
2081	保护钓鱼岛	1
2082	16日文昌路	1
2083	16日安康中路	1
2084	16日兴安中路	1
2085	16日金洲广场	1
2086	16日东湖广场	1
2087	16日智通	1
2088	16日鸿福路口	1
2089	16日白鹭洲公园	1
2090	16日白鹭洲路	1
2091	16日湖滨南路	1
2092	16日省人民大会堂	1
2093	16日东风广场	1
2094	16日鹭江道	1
2095	16日武林广场	1
2096	16日延安路	1
2097	16日延安南路	1
2098	16日吴山广场	1
2099	16日天府广场	1
2100	16日盐市口	1
2101	16日长安中路	1
2102	16日红星广场	1
2103	16日总府路	1
2104	16日韦二街	1
2105	16日雁塔西路	1
2106	16日大雁塔北广场	1
2107	16日西藏中路	1
2108	16日二七广场	1
2109	16日紫金山	1
2110	16日人民大道	1
2111	16日黄坡北路	1
2112	16日南京西路	1
2113	16日人民广场	1
2114	中联办聚集	1
2115	中联办游行	1
2116	王琳芳	1
2117	七塔寺	1
2118	天一广场	1
2119	城隍庙路	1
2120	灵桥西	1
2121	世界最大的广场	1
2122	反日	1
2123	反對日	1
2124	反对日	1
2125	游行	1
2126	标语	1
2127	口号	1
2128	崔光明	1
2129	诸葛夕在	1
2130	浅爱*~阿来	1
2131	抵制日货*剑锋	1
2132	抵制日货*靖哥宝力晟电池*	1
2133	爱心集团总部	1
2134	宝石拌饭	1
2135	不断尝试的罪人	1
2136	单仁平	1
2137	十里河	1
2138	14点	1
2139	16日	1
2140	安康中路	1
2141	文昌路	1
2142	鸿福路口	1
2143	金洲广场	1
2144	兴安中路	1
2145	白鹭洲公园	1
2146	东湖广场	1
2147	智通	1
2148	鹭江道	1
2149	湖滨南路	1
2150	白鹭洲路	1
2151	武林广场	1
2152	省人民大会堂	1
2153	东风广场	1
2154	吴山广场	1
2155	延安南路	1
2156	延安路	1
2157	总府路	1
2158	盐市口	1
2159	天府广场	1
2160	韦二街	1
2161	长安中路	1
2162	红星广场	1
2163	紫金山	1
2164	大雁塔北广场	1
2165	雁塔西路	1
2166	人民大道	1
2167	西藏中路	1
2168	南京西路	1
2169	黄坡北路	1
2170	十六日	1
2171	16日	1
2172	十四点	1
2173	14点	1
2174	游x	1
2175	youx	1
2176	youxing	1
2177	yx	1
2178	春熙路香槟广场	1
2179	反R	1
2180	反岛国	1
2181	日资超市	1
2182	美津浓	1
2183	MIZUNO	1
2184	mizuno	1
2185	10月16日反日大游行	1
2186	共。产。党	1
2187	共。產。黨	1
2188	ＳＢ	1
2189	ｓｂ	1
2190	Ｓｂ	1
2191	ｓＢ	1
2192	Ｓb	1
2193	ＳB	1
2194	ｓB	1
2195	ｓb	1
2196	Sｂ	1
2197	SＢ	1
2198	系綂	1
2199	系綂	1
2200	毛澤东	1
2201	鄧小平	1
2202	江澤民	1
2203	胡錦涛	1
2204	習進平	1
2205	周恩来	1
2206	李鵬	1
2207	李瑞环	1
2208	朱镕基	1
2209	溫家宝	1
2210	法輪功	1
2211	李嵐清	1
2212	林彪	1
2213	江青	1
2214	強衛	1
2215	羅干	1
2216	董建华	1
2217	何厚铧	1
2218	賈慶林	1
2219	王寶森	1
2220	喬石	1
2221	黃菊	1
2222	李嵐清	1
2223	毛泽东	1
2224	鄧小平	1
2225	江泽民	1
2226	胡锦涛	1
2227	習近平	1
2228	周恩来	1
2229	李鹏	1
2230	李瑞环	1
2231	朱镕基	1
2232	溫家宝	1
2233	法轮功	1
2234	李岚清	1
2235	林彪	1
2236	江青	1
2237	強卫	1
2238	羅干	1
2239	董建华	1
2240	何厚铧	1
2241	賈庆林	1
2242	王宝森	1
2243	喬石	1
2244	黃菊	1
2245	李岚清	1
2246	毛泽東	1
2247	鄧小平	1
2248	江泽民	1
2249	胡锦濤	1
2250	習近平	1
2251	周恩來	1
2252	李鹏	1
2253	李瑞環	1
2254	朱镕基	1
2255	溫家寶	1
2256	法轮功	1
2257	李岚清	1
2258	林彪	1
2259	江青	1
2260	強卫	1
2261	羅干	1
2262	董建華	1
2263	何厚鏵	1
2264	賈庆林	1
2265	王宝森	1
2266	喬石	1
2267	黃菊	1
2268	李岚清	1
2269	毛澤東	1
2270	邓小平	1
2271	江澤民	1
2272	胡錦濤	1
2273	习進平	1
2274	周恩來	1
2275	李鵬	1
2276	李瑞環	1
2277	朱镕基	1
2278	温家寶	1
2279	法輪功	1
2280	李嵐清	1
2281	林彪	1
2282	江青	1
2283	强衛	1
2284	罗干	1
2285	董建華	1
2286	何厚鏵	1
2287	贾慶林	1
2288	王寶森	1
2289	乔石	1
2290	黄菊	1
2291	李嵐清	1
2292	毛泽東	1
2293	邓小平	1
2294	江泽民	1
2295	胡锦濤	1
2296	习近平	1
2297	周恩來	1
2298	李鹏	1
2299	李瑞環	1
2300	朱镕基	1
2301	温家寶	1
2302	法轮功	1
2303	李岚清	1
2304	林彪	1
2305	江青	1
2306	强卫	1
2307	罗干	1
2308	董建華	1
2309	何厚鏵	1
2310	贾庆林	1
2311	王宝森	1
2312	乔石	1
2313	黄菊	1
2314	李岚清	1
2315	毛澤东	1
2316	邓小平	1
2317	江澤民	1
2318	胡錦涛	1
2319	习進平	1
2320	周恩来	1
2321	李鵬	1
2322	李瑞环	1
2323	朱镕基	1
2324	温家宝	1
2325	法輪功	1
2326	李嵐清	1
2327	林彪	1
2328	江青	1
2329	强衛	1
2330	罗干	1
2331	董建华	1
2332	何厚铧	1
2333	贾慶林	1
2334	王寶森	1
2335	乔石	1
2336	黄菊	1
2337	李嵐清	1
